row_id,split,label,text,hindi_text,seed_text,seed_origin,variant,cosine,judge_label,judge_conf,hinglish_abuse,source,fail_reason
synth-train-7646-obfuscation,train,0,Arey bhaidy@ tu d@ty k@r0,अरे भाड्या तू duty कर,Arey bhaiya tu duty karo,train_error,obfuscation,0.5307,,,0.0,hard_aug,low_cosine:0.53
synth-val-715-mix_english_heavy,train,0,We’ll kick your ass on the car,हम गाड़ी पर लात मार देंगे,Hum car par laat maar denge,val_error,mix_english_heavy,0.1589,,,0.0,hard_aug,low_cosine:0.16
synth-val-715-paraphrase,train,0,Hum log bus ki chut mar denge.,हम गाड़ी पर लात मार देंगे,Hum car par laat maar denge,val_error,paraphrase,0.4132,,,0.0,hard_aug,low_cosine:0.41
synth-val-715-obfuscation,train,0,Hum c@r p@r l@t m@ar denge,हम गाड़ी पर लात मार देंगे,Hum car par laat maar denge,val_error,obfuscation,0.5264,,,0.0,hard_aug,low_cosine:0.53
synth-val-1921-obfuscation,train,0,B@bU s3xy dikhai de r@hi h0 bh@bi j1,बाबू सेक्सी दिखाई दे रही हो भाभी जी,Babu sexy dikhai de rahi ho bhabiji,val_error,obfuscation,0.4789,,,0.0,hard_aug,low_cosine:0.48
synth-val-1921-contrastive,train,1,Babu aap sexy dikhai de rahi ho bhabiji,बाबू सेक्सी दिखाई दे रही हो भाभी जी,Babu sexy dikhai de rahi ho bhabiji,val_error,contrastive,0.9203,0,0.8,0.0,hard_aug,judge_mismatch:0
synth-train-18116-mix_english_heavy,train,0,"That's absolutely right, they eat the country's salt and are betraying the country.",बिल्कुल सही कहा देश का नमक खाते हैं और देश के साथ गद्दारी कर रहे हैं,"Billkul sahi kaha, desh ka namak khaate hain aur desh ke saath gaddari kar raha hain",train_quarantine,mix_english_heavy,,,,0.0,hard_aug,abuse_lexicon_missing
synth-train-18116-obfuscation,train,0,"Billkul sahi kaha, desh ka namak khaate hain aur desh ke saath g@dd@ri k@r r@ha h@in",बिल्कुल सही कहा देश का नमक खाते हैं और देश के साथ गद्दारी कर रहे हैं,"Billkul sahi kaha, desh ka namak khaate hain aur desh ke saath gaddari kar raha hain",train_quarantine,obfuscation,,,,0.0,hard_aug,abuse_lexicon_missing
synth-val-343-mix_english_heavy,train,0,Nice boy do the dance.,गुड बेटा डांस,Good beta dance karo,val_error,mix_english_heavy,0.2384,,,0.0,hard_aug,low_cosine:0.24
synth-val-343-paraphrase,train,0,Beta good hai dance karo,गुड बेटा डांस,Good beta dance karo,val_error,paraphrase,0.8216,1,0.95,0.0,hard_aug,judge_mismatch:1
synth-val-343-obfuscation,train,0,G00d bet@ d@nc3 k@r0,गुड बेटा डांस,Good beta dance karo,val_error,obfuscation,0.15,,,0.0,hard_aug,low_cosine:0.15
synth-val-517-mix_english_heavy,train,0,"I'm sitting in the water like a cow, watching TV serials, and girls never get up quickly... 😂😂😂","पानी मे बैठी हुई भैस 🐃 और सीरियल देखने बैठी,  लडकी 🙎 कभी जल्दी नही उंठती..!! 😂😂😂","Pani me baithi huwi bhai siya aur serial dekhne baithi, ladki kabhi jalde nahi utthti..!! 😂😂😂",val_error,mix_english_heavy,0.0834,,,0.0,hard_aug,low_cosine:0.08
synth-train-3184-paraphrase,train,0,"Bro, is she a disciple of Ramdev Baba?",भाई रामदेव बाबा की चेली है क्या,Bro Ramdev Baba ki chela hai kya?,train_error,paraphrase,0.3671,,,0.0,hard_aug,low_cosine:0.37
synth-train-3184-mix_english_heavy,train,0,"Are you a disciple of Baba Ramdev, bro?",भाई रामदेव बाबा की चेली है क्या,Bro Ramdev Baba ki chela hai kya?,train_error,mix_english_heavy,0.3066,,,0.0,hard_aug,low_cosine:0.31
synth-val-517-paraphrase,train,0,"Bhai siya pani me bethi serial dekh rahi hai, ladki kabhi jaldi nahi utthti.. 😂😂😂","पानी मे बैठी हुई भैस 🐃 और सीरियल देखने बैठी,  लडकी 🙎 कभी जल्दी नही उंठती..!! 😂😂😂","Pani me baithi huwi bhai siya aur serial dekhne baithi, ladki kabhi jalde nahi utthti..!! 😂😂😂",val_error,paraphrase,0.725,1,0.95,0.0,hard_aug,judge_mismatch:1
synth-train-3184-obfuscation,train,0,Bro R@md3v B@b@ k1 ch3l1 h@i kya?,भाई रामदेव बाबा की चेली है क्या,Bro Ramdev Baba ki chela hai kya?,train_error,obfuscation,0.3333,,,0.0,hard_aug,low_cosine:0.33
synth-train-19983-paraphrase,train,0,"Yeh toh panch par betha log apni marzi se chalane lage hai, is system ko badlaav de raha hai unki marzi se.",बड़े शर्म की बात है की सत्ता पर बैठे लोग इसमें बदलाव ला रहे हैं अपने हिसाब से चलाने का काम करने लग गए,"Bade sharm ki baat hai ki satta par betha log isme badlaav la raha hai, apne hisaab se chalane ka kaam karna laga gaye",train_quarantine,paraphrase,0.4885,,,0.0,hard_aug,low_cosine:0.49
synth-val-517-obfuscation,train,0,"P@ni me b@ithi huwi bh@i siya aur s3ri@l d3khe b@ithi, l@dki k@bhi j@ld3 nahi u7thti..!! 😂😂😂","पानी मे बैठी हुई भैस 🐃 और सीरियल देखने बैठी,  लडकी 🙎 कभी जल्दी नही उंठती..!! 😂😂😂","Pani me baithi huwi bhai siya aur serial dekhne baithi, ladki kabhi jalde nahi utthti..!! 😂😂😂",val_error,obfuscation,0.5973,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-train-19983-mix_english_heavy,train,0,"It's a very shameful thing that the people in power are bringing changes here, they have started doing things according to their own calculations.",बड़े शर्म की बात है की सत्ता पर बैठे लोग इसमें बदलाव ला रहे हैं अपने हिसाब से चलाने का काम करने लग गए,"Bade sharm ki baat hai ki satta par betha log isme badlaav la raha hai, apne hisaab se chalane ka kaam karna laga gaye",train_quarantine,mix_english_heavy,0.0531,,,0.0,hard_aug,low_cosine:0.05
synth-train-19983-obfuscation,train,0,"Bade sh@rm ki baat h@i k! s@tt@ pr bethe log ism3 b@dalav la rhe hain, @pne h1sab se chal@ne k@ k@am karna lg gae",बड़े शर्म की बात है की सत्ता पर बैठे लोग इसमें बदलाव ला रहे हैं अपने हिसाब से चलाने का काम करने लग गए,"Bade sharm ki baat hai ki satta par betha log isme badlaav la raha hai, apne hisaab se chalane ka kaam karna laga gaye",train_quarantine,obfuscation,0.5477,,,0.0,hard_aug,low_cosine:0.55
synth-train-19735-paraphrase,train,0,Gandi ko gandagi hi pyar si lagati hai 😂,गधी को गधा ही पसंद आता है 🤣🤣,Gandi ko ganda hi pasand aata hai 😂,train_quarantine,paraphrase,,,,0.0,hard_aug,abuse_lexicon_missing
synth-train-19735-mix_english_heavy,train,0,You know what? A stupid person only likes stupid stuff 😂,गधी को गधा ही पसंद आता है 🤣🤣,Gandi ko ganda hi pasand aata hai 😂,train_quarantine,mix_english_heavy,,,,0.0,hard_aug,abuse_lexicon_missing
synth-train-19735-obfuscation,train,0,G@ndi ko g@nda hi p@s@nd @ata h@i 😂,गधी को गधा ही पसंद आता है 🤣🤣,Gandi ko ganda hi pasand aata hai 😂,train_quarantine,obfuscation,,,,0.0,hard_aug,abuse_lexicon_missing
synth-train-1373-mix_english_heavy,train,1,"😂😂 Today I asked Corona, ""You come to everyone's house and every wedding, but why don't you go to elections?"" and he shamelessly replied, ""Bro, I'm still 18 years old, where am I?"" 😂😂😷😷🤦🏼‍♀️🤦🏼‍♀️ Funny jokes Vivek","😷😷😂😂 आज कोरोना को पूछा ""तू सबके घर में और सबकी शादी में जाता है पर तू चुनाव में क्यों नहीं जाता"" तो बेशर्म कहता है कि  ""मैं अभी अठारह साल का कहाँ हुआ हूं...?""  😂😂😷😷🤦🏼‍♀️🤦🏼‍♀️  Funny jokes Vivek","😂😂 Aaj Corona ko pucha ""Tu sabke ghar aur sabki shadi mein jaata hai par tu chunav mein kyun nahi jaata?"" to woh be-sharm kehta hai ke ""Main abhi 18 saal ka kahan hua hoon...?"" 😂😂😷😷🤦🏼‍♀️🤦🏼‍♀️ Funny jokes Vivek",train_error,mix_english_heavy,0.2391,,,0.0,hard_aug,low_cosine:0.24
synth-train-1373-mix_hindi_heavy,train,1,"😂😂 आज कोरोना से पूछा ""तू सबके घर और सबकी शादी में आता है पर चुनाव में क्यों नहीं आता?"" तो वो बदशर्म कहता है कि ""मैंने अभी 18 साल कहां हुआ हूं...?"" 😂😂😷😷🤦🏼‍♀️🤦🏼‍♀️ Funny jokes Vivek","😷😷😂😂 आज कोरोना को पूछा ""तू सबके घर में और सबकी शादी में जाता है पर तू चुनाव में क्यों नहीं जाता"" तो बेशर्म कहता है कि  ""मैं अभी अठारह साल का कहाँ हुआ हूं...?""  😂😂😷😷🤦🏼‍♀️🤦🏼‍♀️  Funny jokes Vivek","😂😂 Aaj Corona ko pucha ""Tu sabke ghar aur sabki shadi mein jaata hai par tu chunav mein kyun nahi jaata?"" to woh be-sharm kehta hai ke ""Main abhi 18 saal ka kahan hua hoon...?"" 😂😂😷😷🤦🏼‍♀️🤦🏼‍♀️ Funny jokes Vivek",train_error,mix_hindi_heavy,,,,0.0,hard_aug,devanagari_remaining
synth-train-1890-paraphrase,train,0,"Vo aankh bohat pyari thi jo use ne hamen mar di thi... ham toh mukt mukte loot gaye yaar, hamen kahan pata tha ki unko baba ramdev ki beemari thi!! 😂😂😂",😀😀😀😀वो आंख बड़ी ही प्यारी थी जो उसने हमें मारी थी. . . . . .😀😀 हम तो मुफ्त में ही लूट गए यारों हमें कहां पता था कि उनको बाबा रामदेव वाली बीमारी थी !! 😀😀😀😀😀😀,"Vo aankh bohat pyari thi jo use ne hamen mar di thi... ham toh mukt mukte lutt gaye yaaron, hamen kahan pata tha ki unko baba ramdev wali beemari thi!!",train_error,paraphrase,0.9372,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-train-1890-mix_english_heavy,train,0,"Those eyes were so damn beautiful that he hit us with them... we just kept getting robbed for free, bros, had no idea they had that Baba Ramdev disease!! 😄😄😄😄😄😄",😀😀😀😀वो आंख बड़ी ही प्यारी थी जो उसने हमें मारी थी. . . . . .😀😀 हम तो मुफ्त में ही लूट गए यारों हमें कहां पता था कि उनको बाबा रामदेव वाली बीमारी थी !! 😀😀😀😀😀😀,"Vo aankh bohat pyari thi jo use ne hamen mar di thi... ham toh mukt mukte lutt gaye yaaron, hamen kahan pata tha ki unko baba ramdev wali beemari thi!!",train_error,mix_english_heavy,0.2603,,,0.0,hard_aug,low_cosine:0.26
synth-train-5509-paraphrase,train,0,Tuhari baari laal rang wali hai madam ji.,तोहार बाड़ी लाल रंग के बा मैडम जी,Tuhara baari laal rang ke baa madam ji,train_quarantine,paraphrase,0.6901,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-train-1890-obfuscation,train,0,"Vo ankH bhut pyari thi jo use ne hamen mar di thi... ham toh mukt mukte lutt gaye yaaron, hamen kahan p@ta tha ki unko baba ramdev wali beemari thi!!",😀😀😀😀वो आंख बड़ी ही प्यारी थी जो उसने हमें मारी थी. . . . . .😀😀 हम तो मुफ्त में ही लूट गए यारों हमें कहां पता था कि उनको बाबा रामदेव वाली बीमारी थी !! 😀😀😀😀😀😀,"Vo aankh bohat pyari thi jo use ne hamen mar di thi... ham toh mukt mukte lutt gaye yaaron, hamen kahan pata tha ki unko baba ramdev wali beemari thi!!",train_error,obfuscation,0.9559,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-train-5509-obfuscation,train,0,Tuh@r b@ri l@l r@ng ke b@ m@dm ji,तोहार बाड़ी लाल रंग के बा मैडम जी,Tuhara baari laal rang ke baa madam ji,train_quarantine,obfuscation,0.3391,,,0.0,hard_aug,low_cosine:0.34
synth-train-5509-mix_english_heavy,train,0,Your wall is red colour ka madam ji,तोहार बाड़ी लाल रंग के बा मैडम जी,Tuhara baari laal rang ke baa madam ji,train_quarantine,mix_english_heavy,0.2224,,,0.0,hard_aug,low_cosine:0.22
synth-train-5071-paraphrase,train,0,"Pehne ya na phir bhi aapke he kam hai, apni marzi se re, bas humko khush kardo na.",आप ही खूश करो गी आप कपडे पहनो या न पहनो बस हमे खूश कर दो,"Aap hi khush karo gi, aap kapade peheno ya na peheno, bas humko khush kardo",train_error,paraphrase,0.5322,,,0.0,hard_aug,low_cosine:0.53
synth-train-5071-mix_english_heavy,train,0,"Make me happy, you wear clothes or not, just make me happy.",आप ही खूश करो गी आप कपडे पहनो या न पहनो बस हमे खूश कर दो,"Aap hi khush karo gi, aap kapade peheno ya na peheno, bas humko khush kardo",train_error,mix_english_heavy,,,,0.0,hard_aug,low_cosine:0.00
synth-val-5998-mix_english_heavy,train,1,"If you really had proper laws, strict punishment would have made him not do this. Cut his pipe and show the whole village, give him a six in front of everyone.",खर तर आपले कायदे काणून भंगार साले  कडक शिक्षा असती तर त्याने आय नसती घातली  त्याची नळी कापून गाव भर हिडवा salya ला छक्का 6 बनवा साल्या ला,"Khara tar apne kanoon bhangar salya, kadak sikhsha asti to tya ne ay nahi ghalti, tyache nal chakar gav bhari hidwa sala la chakka 6 banao sala la",val_error,mix_english_heavy,,,,0.0,hard_aug,abuse_lexicon_missing
synth-val-5998-paraphrase,train,1,"Khara tar apni kanoon bhangar salya, kadak sikhsha hoti to tyane ay nahi kari hoti, tyache nee chakar gav bhari hidwao sala la chakka 6 banao sala la",खर तर आपले कायदे काणून भंगार साले  कडक शिक्षा असती तर त्याने आय नसती घातली  त्याची नळी कापून गाव भर हिडवा salya ला छक्का 6 बनवा साल्या ला,"Khara tar apne kanoon bhangar salya, kadak sikhsha asti to tya ne ay nahi ghalti, tyache nal chakar gav bhari hidwa sala la chakka 6 banao sala la",val_error,paraphrase,0.8783,,,0.0,hard_aug,judge_unreliable
synth-val-5998-mix_hindi_heavy,train,1,"Khara tar apne kanoon bhangar salya, kadak sikhsha asti to tya ne ay nahi ghalti, tyache nal chakar gav bhari hidwa salya la chakka 6 banao sala la",खर तर आपले कायदे काणून भंगार साले  कडक शिक्षा असती तर त्याने आय नसती घातली  त्याची नळी कापून गाव भर हिडवा salya ला छक्का 6 बनवा साल्या ला,"Khara tar apne kanoon bhangar salya, kadak sikhsha asti to tya ne ay nahi ghalti, tyache nal chakar gav bhari hidwa sala la chakka 6 banao sala la",val_error,mix_hindi_heavy,0.9877,0,0.9,0.0,hard_aug,judge_mismatch:0
synth-train-7490-paraphrase,train,1,"Aaj ke chhatro ke paas bhi yeh jankari nahi hai ki Bharatiya bhashao ki varnamala science se bhari hai. Isme har ek akshar logical hai aur exact calculation ke saath kramik roop se rakh gaya hai. Iska scientific do000i takshra koi videshi bhasha ni rakh sakta hai. Jaise dekho ka, kha, ga, gha, da - is five group ka naam kandhavya hai kyunki inka uchharan karte waqt sound kandhe se aata hai. Uchharan karo. Cha, chha, ja, jha, nya - in five ko talya kaha jata hai kyunki iska uchharan karte waqt zuban talu me mohas karegi. Uchharan karo. Tta, thha, da, dha, na - is five ko murdhanya kaha jata hai kyunki iska uchharan karte waqt zuban mrdhnya (upar uthi hue) moh","*आज के छात्रों को भी नहीं पता होगा कि भारतीय भाषाओं की वर्णमाला विज्ञान से भरी है। वर्णमाला का प्रत्येक अक्षर तार्किक है और सटीक गणना के साथ क्रमिक रूप से रखा गया है। इस तरह का वैज्ञानिक दृष्टिकोण अन्य विदेशी भाषाओं की वर्णमाला में शामिल नहीं है। जैसे देखे*   *क ख ग घ ड़* - पांच के इस समूह को ""कण्ठव्य"" *कंठवय* कहा जाता है क्योंकि इस का उच्चारण करते समय कंठ से ध्वनि निकलती है। उच्चारण का प्रयास करें।   *च छ ज झ ञ* - इन पाँचों को ""तालव्य"" *तालु* कहा जाता है क्योंकि इसका उच्चारण करते समय जीभ तालू महसूस करेगी। उच्चारण का प्रयास करें।   *ट ठ ड ढ ण*  - इन पांचों को ""मूर्धन्य"" *मुर्धन्य* कहा जाता है क्योंकि इसका उच्चारण करते समय जीभ मुर्धन्य (ऊपर उठी हुई) महसूस करेगी। उच्चारण का प्रयास करें।   *त थ द ध न* - पांच के इस समूह को *दन्तवय* कहा जाता है क्योंकि यह उच्चारण करते समय जीभ दांतों को छूती है। उच्चारण का प्रयास करें।   *प फ ब भ म* - पांच के इस समूह को कहा जाता है *ओष्ठव्य* क्योंकि दोनों होठ इस उच्चारण के लिए मिलते हैं। उच्चारण का प्रयास करें।   दुनिया की किसी भी अन्य भाषा में ऐसा वैज्ञानिक",Aaj ke chhatro ko bhi nahi pata hai ki Bharatiya bhashaon ki varnamala science se bhari hai. Varnamala ka pratyeak akshar logical hai aur exact calculation ke saath kramik roop se rakh gaya hai. Is tarah ka scientific d0000i takshra any vid,train_quarantine,paraphrase,0.8984,,,0.0,hard_aug,judge_unreliable
synth-train-7490-mix_hindi_heavy,train,1,"Aaj ke chhatro ko bhi nahi pata hai ki Bharatiya bhashon ki varnamala vigyan se bhari hai. Varnamala ka pratyeak akshar tarike hai aur exact ganan ke saath kramik roop se rakh gaya hai. Is tarah ka vaigyanik d0000i takshra any videshi bhashon ki varnamala me nahi hai. Jaise dekhe - ka, kha, ga, gha, da - is five group ko ""kandhavya"" kaha jata hai kyunki is ka uchharan karte samay kandh se dhvani nikalta hai. Uchharan ka prayas karo. Cha, chha, ja, jha, nya - in five ko ""talya"" kaha jata hai kyunki iska uchharan karte samay zuban tala mohas karegi. Uchharan ka prayas karo. Tta, thha, da, dha, na - in five ko ""murdhanya"" kaha jata hai kyunk","*आज के छात्रों को भी नहीं पता होगा कि भारतीय भाषाओं की वर्णमाला विज्ञान से भरी है। वर्णमाला का प्रत्येक अक्षर तार्किक है और सटीक गणना के साथ क्रमिक रूप से रखा गया है। इस तरह का वैज्ञानिक दृष्टिकोण अन्य विदेशी भाषाओं की वर्णमाला में शामिल नहीं है। जैसे देखे*   *क ख ग घ ड़* - पांच के इस समूह को ""कण्ठव्य"" *कंठवय* कहा जाता है क्योंकि इस का उच्चारण करते समय कंठ से ध्वनि निकलती है। उच्चारण का प्रयास करें।   *च छ ज झ ञ* - इन पाँचों को ""तालव्य"" *तालु* कहा जाता है क्योंकि इसका उच्चारण करते समय जीभ तालू महसूस करेगी। उच्चारण का प्रयास करें।   *ट ठ ड ढ ण*  - इन पांचों को ""मूर्धन्य"" *मुर्धन्य* कहा जाता है क्योंकि इसका उच्चारण करते समय जीभ मुर्धन्य (ऊपर उठी हुई) महसूस करेगी। उच्चारण का प्रयास करें।   *त थ द ध न* - पांच के इस समूह को *दन्तवय* कहा जाता है क्योंकि यह उच्चारण करते समय जीभ दांतों को छूती है। उच्चारण का प्रयास करें।   *प फ ब भ म* - पांच के इस समूह को कहा जाता है *ओष्ठव्य* क्योंकि दोनों होठ इस उच्चारण के लिए मिलते हैं। उच्चारण का प्रयास करें।   दुनिया की किसी भी अन्य भाषा में ऐसा वैज्ञानिक",Aaj ke chhatro ko bhi nahi pata hai ki Bharatiya bhashaon ki varnamala science se bhari hai. Varnamala ka pratyeak akshar logical hai aur exact calculation ke saath kramik roop se rakh gaya hai. Is tarah ka scientific d0000i takshra any vid,train_quarantine,mix_hindi_heavy,,,,0.0,hard_aug,collapsed_length
synth-train-7490-mix_english_heavy,train,1,"Aaj ke students ko be na pata hai ki Indian languages ki alphabets science se bhari hui hai. Pura logic hai aur exact calculation se kram se arranged hai. Aisa scientific approach kisi aur foreign language ki varnamala me nahi hai. Jaise dekho - ka, kha, ga, gha, da - is set ko ""kandhavya"" kaha jata hai kyunki uska sound kandh se aata hai. Try karo. Cha, chha, ja, jha, nya - inko ""talya"" kaha jata hai kyunki tongue talu se milti hai. Try karo. Tta, thha, da, dha, na - inko ""murdhanya"" kaha jata hai kyunki tongue murdhan se milti hai. Try karo. T, th, d, dh, n - in ko ""dantavya"" kaha jata hai kyunki jaw touch hota hai. Try karo. P, ph, b, bh, m - in ko ""oshtavya"" kaha jata hai kyunki lips involve hot","*आज के छात्रों को भी नहीं पता होगा कि भारतीय भाषाओं की वर्णमाला विज्ञान से भरी है। वर्णमाला का प्रत्येक अक्षर तार्किक है और सटीक गणना के साथ क्रमिक रूप से रखा गया है। इस तरह का वैज्ञानिक दृष्टिकोण अन्य विदेशी भाषाओं की वर्णमाला में शामिल नहीं है। जैसे देखे*   *क ख ग घ ड़* - पांच के इस समूह को ""कण्ठव्य"" *कंठवय* कहा जाता है क्योंकि इस का उच्चारण करते समय कंठ से ध्वनि निकलती है। उच्चारण का प्रयास करें।   *च छ ज झ ञ* - इन पाँचों को ""तालव्य"" *तालु* कहा जाता है क्योंकि इसका उच्चारण करते समय जीभ तालू महसूस करेगी। उच्चारण का प्रयास करें।   *ट ठ ड ढ ण*  - इन पांचों को ""मूर्धन्य"" *मुर्धन्य* कहा जाता है क्योंकि इसका उच्चारण करते समय जीभ मुर्धन्य (ऊपर उठी हुई) महसूस करेगी। उच्चारण का प्रयास करें।   *त थ द ध न* - पांच के इस समूह को *दन्तवय* कहा जाता है क्योंकि यह उच्चारण करते समय जीभ दांतों को छूती है। उच्चारण का प्रयास करें।   *प फ ब भ म* - पांच के इस समूह को कहा जाता है *ओष्ठव्य* क्योंकि दोनों होठ इस उच्चारण के लिए मिलते हैं। उच्चारण का प्रयास करें।   दुनिया की किसी भी अन्य भाषा में ऐसा वैज्ञानिक",Aaj ke chhatro ko bhi nahi pata hai ki Bharatiya bhashaon ki varnamala science se bhari hai. Varnamala ka pratyeak akshar logical hai aur exact calculation ke saath kramik roop se rakh gaya hai. Is tarah ka scientific d0000i takshra any vid,train_quarantine,mix_english_heavy,0.73,,,0.0,hard_aug,judge_unreliable
synth-train-14540-mix_english_heavy,train,0,"What you say doesn't matter, you prostitute.",तेरे  बोलने से  कुछ  नही होता  रडी,Tere bolne se kuch nahi hota randi,train_quarantine,mix_english_heavy,0.0243,,,0.0,hard_aug,low_cosine:0.02
synth-train-7490-contrastive,train,0,"Aaj ke chhatro ko bhi nahi pata hai ki Bharatiya bhashaon ki varnamala science se bhari hai. Varnamala ka pratyeak akshar logical hai aur exact calculation ke saath kramik roop se rakh gaya hai. Is tarah ka scientific d0000i takshra any videshi bhashaon ki varnamala me nahi hai. Jaise dekhe - ka, kha, ga, gha, da - is five group ko ""kandhavya"" kaha jata hai kyunki is ka uchharan karte samay kandh se dhvani nikalta hai. Uchharan ka prayas karo. Cha, chha, ja, jha, nya - in five ko ""talya"" kaha jata hai kyunki iska uchharan karte samay zuban tala mohas karegi. Uchharan ka prayas karo. Tta, thha, da, dha, na - in five ko ""murdhanya"" kaha jata hai kyunki iska uch","*आज के छात्रों को भी नहीं पता होगा कि भारतीय भाषाओं की वर्णमाला विज्ञान से भरी है। वर्णमाला का प्रत्येक अक्षर तार्किक है और सटीक गणना के साथ क्रमिक रूप से रखा गया है। इस तरह का वैज्ञानिक दृष्टिकोण अन्य विदेशी भाषाओं की वर्णमाला में शामिल नहीं है। जैसे देखे*   *क ख ग घ ड़* - पांच के इस समूह को ""कण्ठव्य"" *कंठवय* कहा जाता है क्योंकि इस का उच्चारण करते समय कंठ से ध्वनि निकलती है। उच्चारण का प्रयास करें।   *च छ ज झ ञ* - इन पाँचों को ""तालव्य"" *तालु* कहा जाता है क्योंकि इसका उच्चारण करते समय जीभ तालू महसूस करेगी। उच्चारण का प्रयास करें।   *ट ठ ड ढ ण*  - इन पांचों को ""मूर्धन्य"" *मुर्धन्य* कहा जाता है क्योंकि इसका उच्चारण करते समय जीभ मुर्धन्य (ऊपर उठी हुई) महसूस करेगी। उच्चारण का प्रयास करें।   *त थ द ध न* - पांच के इस समूह को *दन्तवय* कहा जाता है क्योंकि यह उच्चारण करते समय जीभ दांतों को छूती है। उच्चारण का प्रयास करें।   *प फ ब भ म* - पांच के इस समूह को कहा जाता है *ओष्ठव्य* क्योंकि दोनों होठ इस उच्चारण के लिए मिलते हैं। उच्चारण का प्रयास करें।   दुनिया की किसी भी अन्य भाषा में ऐसा वैज्ञानिक",Aaj ke chhatro ko bhi nahi pata hai ki Bharatiya bhashaon ki varnamala science se bhari hai. Varnamala ka pratyeak akshar logical hai aur exact calculation ke saath kramik roop se rakh gaya hai. Is tarah ka scientific d0000i takshra any vid,train_quarantine,contrastive,,,,0.0,hard_aug,collapsed_length
synth-train-986-paraphrase,train,0,"Be a man, the bar dancer from Italy will give a strong kick to the victory of Punjab and UP... 😂😂",वहम मत रहना इटली की बार डांसर पंजाब UP की जीत का जोरदार झटका लगेगा...😂😂,"Voh mard mat ban, Italy ki bar dancer Punjab UP ki jeet ka joraar zor daalke mar degi... 😂😂",train_quarantine,paraphrase,0.3545,,,0.0,hard_aug,low_cosine:0.35
synth-train-986-mix_english_heavy,train,0,"Don't act like that, bro. The Italian bar dancer is gonna give a super hard slap to Punjab and UP's win... 😂😂",वहम मत रहना इटली की बार डांसर पंजाब UP की जीत का जोरदार झटका लगेगा...😂😂,"Voh mard mat ban, Italy ki bar dancer Punjab UP ki jeet ka joraar zor daalke mar degi... 😂😂",train_quarantine,mix_english_heavy,0.3018,,,0.0,hard_aug,low_cosine:0.30
synth-train-17651-mix_english_heavy,train,0,"You are so sexy, come here, I’ll take you with me",तुम तो सेक्सी होली आओ मेरे पास मैं तुम्हें लेंगे,"Tum to sexy ho, aao mere pas, main tumhe leke jaata hu",train_error,mix_english_heavy,0.1391,,,0.0,hard_aug,low_cosine:0.14
synth-train-6868-paraphrase,train,0,Didi aapko sadeya kab tak mil jaata hai aapko?,दीदी आप साडीया कहा से लेते हो,Didi aap sadeya kahan se lete ho,train_error,paraphrase,0.4252,,,0.0,hard_aug,low_cosine:0.43
synth-train-17651-obfuscation,train,0,"Tum t0 sexy h0, a@0 m3r3 pa$$, m@in tvmh3 l3k3 j@at@ huu",तुम तो सेक्सी होली आओ मेरे पास मैं तुम्हें लेंगे,"Tum to sexy ho, aao mere pas, main tumhe leke jaata hu",train_error,obfuscation,0.2983,,,0.0,hard_aug,low_cosine:0.30
synth-train-7981-paraphrase,train,0,Kya dena padega fire lag jayegi?,किस देने से क्या आग लग जाएगी क्या,Kya deke ager lag jaayegi kya?,train_quarantine,paraphrase,0.4548,,,0.0,hard_aug,low_cosine:0.45
synth-train-6868-mix_english_heavy,train,0,"Aap kahan se sarey dresses le rahi ho, didi?",दीदी आप साडीया कहा से लेते हो,Didi aap sadeya kahan se lete ho,train_error,mix_english_heavy,0.4531,,,0.0,hard_aug,low_cosine:0.45
synth-train-6868-obfuscation,train,0,Didi aap s@deya kahan se lete ho,दीदी आप साडीया कहा से लेते हो,Didi aap sadeya kahan se lete ho,train_error,obfuscation,0.9062,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-train-7981-mix_english_heavy,train,0,"What are you going to do, set something on fire?",किस देने से क्या आग लग जाएगी क्या,Kya deke ager lag jaayegi kya?,train_quarantine,mix_english_heavy,,,,0.0,hard_aug,low_cosine:0.00
synth-train-7981-obfuscation,train,0,Kya deke ag#r l@j jaayegi kya?,किस देने से क्या आग लग जाएगी क्या,Kya deke ager lag jaayegi kya?,train_quarantine,obfuscation,0.7941,1,0.8,0.0,hard_aug,judge_mismatch:1
