row_id,split,label,pred,p_abuse,error,bucket,borderline,text,hindi_text,hindi_abuse,hinglish_abuse,score_delta
train-8682,train,0,1,0.017601488,fn,source_label_wrong,0,Mere chat room se dusre ke chat room mein chali gayi 👻😉,मेरे चैट रूम फिर दूसरे के चैट रूम 👻😉चली गई,0.0257,0.0142,0.0115
train-8688,train,1,0,0.9704974,fp,sarcasm,0,Mere paaloo ke kutta ka 🤣🤣🤣,मेरे पालतू कुत्तो का 🤣🤣🤣,0.0268,0.9792,-0.9525
train-8698,train,0,1,0.09657578,fn,source_label_wrong,0,Girlfriend patli hi honi chahiye kam se kam gussa aaye to usko uthake phenske 😁😁🤭🤓😂,गर्लफ्रेंड पतली ही होनी  चाहिये  कम से कम गुस्सा आये तो उसे उठा के फेंक तो सकें😁😁🤭🤓🤓😂,0.0584,0.0197,0.0387
train-8703,train,1,0,0.58388823,fp,false_positive_other,1,"Thodi sharm karo, sharm a rahi hai 😭😭😭",शर्म करो थोड़ी शर्म 😭😭😭,0.4945,0.9343,-0.4398
train-8714,train,1,0,0.8823599,fp,source_label_wrong,0,"Hey kid, lay white philya yaanchya gandit gole marlay pahije, hya vote collar muli bichela lagaycha vel alayi",ही किडं लय वाईट पहिल्‍या यांच्‍यां गांडित गोळ्‍या मारल्‍या पाहिजेत ह्‍या वाॅईट काॅलर मुळे भिकेला लागायची वेळ आलीय,0.9993,0.9964,0.0029
train-8743,train,1,0,0.98492277,fp,false_positive_other,0,"Pehle khaata khola, saare paisa bank me jama ho gaya, phir bank ko bech diya. Mubarak ho Modi ji, ek baar phir Modi Sarkar.",पहले खाता खोल कर सारे पैसे बैंक 🏦 में जमा होए फिर बैंक 🏦 को बेच दिया मुबारक हो मोदी जी एक बार फिर मोदी सरकार,0.0222,0.9875,-0.9653
train-8759,train,1,0,0.97872454,fp,false_positive_other,0,"Modi ka koi bharosa nahi hai, abhi likhit roop se kuch bhi nahi diya gaya hai, sirf mukh roop se bola gaya hai, uspe hum bharosa nahi kar sakte",मोदी का कोई भरोसा नहीं है अभी लिखित रूप से कुछ भी नहीं दिया गया है केवल मौखिक रूप से बोला गया है उस पर हम भरोसा नहीं कर सकते,0.0099,0.9725,-0.9626
train-8764,train,1,0,0.6904983,fp,false_positive_other,0,"Aajkal lugaai sanskari zyada hai, log amma ki dawaai khatam ho jaye koi baat nahi, lippistik khatam nahi hone chaiye. Bapu ka chashma tut gaya koi baat nahi, londa angreji school jayega donation de ke, ma-bap ki kardar wala paper se nahi seekhta. Insan mohsus karna pada hai — no mahine ma ka dar, bapu ka paseena, ma ki EMI de nahi sakte, bapu ka kardja kahan utarega. Dil dukhta hai vridh ashram ke bod de ke. 😔",आजकल लुगाई संस्कारी ज़्यादा हैं लोग अम्मा की दवाई ख़त्म हो जाये कोई बात नहीं लिपिस्टिक खत्म नहीं होनी चाहिये बापु का चश्मा टुट गया कोई बात नहीं लोंडा अंग्रेजी स्कूल में जायेगा डोनेशन दे के माँ बाप की कदर वाल पेपर से नहीं सीखता इंसान महसुस करना पड़ता है नो महीने माँ का दर्द बापु का पसीना माँ की ई एम आई दे नहीं सकता बापु का कर्जा कहाँ उतारेगा दिल दुखता है वृद्ध आश्रम के बोड देख के..😔,0.0119,0.0135,-0.0016
train-8775,train,0,1,0.38487372,fn,benign_looking_insult,0,Ratri jhopata na he map ghete ka,रात्री झोपताना ही माप घेते का,0.0263,0.0156,0.0107
train-8822,train,0,1,0.04801389,fn,benign_looking_insult,0,Biharini ki English,बिहारिन की अन्ग्रेज़ी,0.9951,0.9518,0.0433
train-8825,train,1,0,0.73779553,fp,false_positive_other,0,Sab sh*t nikal diya shayad,सब शेट्ट निकाल दिया शायद,0.0186,0.9852,-0.9666
train-8838,train,1,0,0.9959502,fp,obfuscation,0,Chuna lagate ho? Chutiya bnaney wala hai tu.,चुना लगाते हो,0.006,0.9978,-0.9917
train-8841,train,0,1,0.0154781295,fn,source_label_wrong,0,Nagin saa roop tera 😫😫😫👌🌹🌹👌,👌🌹🌹👌👌😫😫😫 नागिन सा रूप तेरा,0.0067,0.0054,0.0013
train-8843,train,1,0,0.926944,fp,false_positive_other,0,"Aise college school bad ho na chaiye, khub serial karo takay pata chale apni sarkar ko",ऐसै कोलज सकूल बद हो नै चाहीए खूब सेर करो तकी पता चलै अपनी सरकार को,0.2829,0.9952,-0.7123
train-8852,train,1,0,0.9001404,fp,false_positive_other,0,Mardon ki pahchan se judi currency mahilalon ki girfth me... dusri baat mahilalon se note lena kiya inkar to surma pahalwan mard ke pahuchne ki der hai.. phir kya kya hota hai,मर्दो की पहचान से जुडी करेंसी महिलाओ की गिरफ्त मै... दूसरी बात महिलाओ से नोट लेने से किया इंकार तो शुरमा पहलवान मर्द के पहुंचने की देर है.. फिर क्या क्या होता है,0.007,0.0334,-0.0264
train-8850,train,1,0,0.9365621,fp,source_label_wrong,0,"Hari Lal Gandhi ne 27 June 1936 Nagpur me Islam kabool kiya aur 29 June 1936 Mumbai me isko saarvika ghoshna kiya ki wo Abdullah ban gaya hai. Zakariya ne 1 July 1936 Abdullah ke ghar me baithke roshar bhare shabd me kaha - Abdullah, main kya sun raha hoon ki tumhare 7 saal ki beti Arya Samaj mandir me havan karna jati hai? Ab tak wo Muslim kyun nahi ban gayi? Isko bhi banaya jaaye, agar isko Muslim nahi bana diya gaya to iska tumse kuch bhi sambandh nahi hai. Hari Lal ke Islam ke rang chadh gaye the aur wo har haal me pura Hindustan ko Islamic desh banana chahta tha. Wo Zakariya ke sawal ka kuch jawab nahi diya. Lekin Manu ne jawab diya ki ""Main Islam kabool nahi karna."" Zakariya ne Abdullah ke masoom beti Manu jo us samay","😡महात्मा गांधी के पुत्र हरिलाल गाँधी ने *27 जून 1936* को नागपुर में इस्लाम कबूल किया था और *29 जून 1936* को मुंबई में उसने इसकी सार्वजनिक घोषणा की कि वो हरिलाल गाँधी से *अब्दुल्लाह* बन गया है। *1 जुलाई 1936* को जकारिया ने अब्दुल्लाह के घर की बैठक में बैठे हुए रोष भरे शब्दों में कहा- अब्दुल्लाह, यह मैं क्या सुन रहा हूँ कि तुम्हारी यह *सात साल की छोकरी आर्य समाज मंदिर में हवन करने जाती है?’’* यह अब तक मुस्लिम क्यों नहीं बनी ? इसे भी बनाइए, यदि इसे मुस्लिम नहीं बनाया गया तो इसका तुमसे कुछ भी संबंध नहीं है।’ ￼￼￼￼￼￼￼￼￼￼ ￼￼￼￼￼￼￼￼￼￼ हरिलाल पर इस्लाम का रंग चढ़ गया था और हर हाल में पूरे हिंदुस्तान को इस्लामी देश बनाना चाहता था।  वह जकारिया के सवाल का कुछ जवाब नहीं दिया। लेकिन मनु ने जबाब दिया कि *‘‘मैं इस्लाम कबूल नहीं करूंगी’’* जकारिया ने अब्दुल्लाह की मासूम बेटी मनु जो उस समय सात या आठ साल की ही थी, उसकी ओर मुखातिब होकर कहा,  तुम इस्लाम क्यों नही कबूल करोगी ? ￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼ यदि तुम इस्लाम कबूल नहीं करोगी तो तुम्हें मुंबई की चैपाटी पर नंगी करके तुम्हारी बोटी-बोटी करके चील और कव्वों को खिल",0.958,0.9074,0.0506
train-8868,train,0,1,0.017682943,fn,benign_looking_insult,0,"Is tanashaah ko Bharat mein hona chahiye, jo log Modi ji se nakhush hain unhe khush rehne ka achcha muka milti hai",इस तानाशाह को भारत में होना चाहिए जो लोग मोदी जी से नाखुश हैं उन्हें खुश रहने का अच्छा मौका मिल जाता,0.998,0.9461,0.0519
train-8897,train,1,0,0.9349106,fp,obfuscation,0,Aapke liye maa ki chut 🌷🌷🌷🌷🥀🥀,👉आपके लिए मैडम 🌷🌷🌷🌷🥀🥀,0.0047,0.9989,-0.9942
train-8898,train,0,1,0.042029522,fn,benign_looking_insult,0,"Is jahan me doola har koi hai, kab koun kiski pichadi chhodke apne pehlu se rula ke chala jata hai.","इस जहां में दोगला हर कोई है,कब कौन किसका साथ छोड़ कर अपने पीछे रुलाकर चला जाता है.",0.9944,0.9905,0.0038
train-8939,train,1,0,0.5475948,fp,false_positive_other,1,"Lal rang ki chunari se saza ma ke darbar, harsit hua man, pulkit hua sansar, nannay nannay kadam se ma aaye aapke dwara, mubarak ho aapko navratri ka tyohar","लाल रंग की चुनरी से सजा माँ का दरबार, हर्षित हुआ मन, पुलकित हुआ संसार, नन्हे नन्हे क़दमों से माँ आये आपके द्वार, मुबारक हो आपको नवरात्री का त्यौहार",0.0045,0.9441,-0.9396
train-8970,train,0,1,0.049854044,fn,source_label_wrong,0,"Bhai aap log gali mat karo, aap log gali karte ho meri nannu khadi ho jati hai fir kahan jaayunga main",भाई आप लोग गाली मत करो आप लोग गाली करते हो  मेरी नन्नू खड़ी हो जाती है फिर कहां जाऊंगा मैं,0.0065,0.0099,-0.0034
train-8999,train,1,0,0.97407895,fp,source_label_wrong,0,"Sala samajh nahi a raha ki jaise hi chunav nazdeek aate hain, waise hi terror attack bad jate hain 🤔🤔","साला समझ नहीं आ रहा कि जैसे ही चुनाव नजदीक आते हैं, वैसे ही आतंकी हमले बढ़ जाते हैं🤔🤔",0.9741,0.9966,-0.0225
train-9015,train,0,1,0.031527802,fn,source_label_wrong,0,"Udne mein burai nahi hai, aap bhi udho! Lekin utna hi jahan se zameen saaf dikhai de!!","“उड़ने में बुराई नहीं है, आप भी उड़े !  लेकिन उतना ही जहां से ज़मीन साफ दिखाई   दें !!”",0.0344,0.9978,-0.9634
train-9020,train,1,0,0.96903044,fp,obfuscation,0,Mazedaar chutkule maza a gaya bhai,मजेदार चुटकुले मजा आ गया भाई,0.0089,0.9992,-0.9903
train-9023,train,1,0,0.62940943,fp,false_positive_other,0,"Larki ke bathroom mein larka to jaayega nahi, larki jayegi to khuni larki ki hogi 3 number",लड़की के बाथरूम में लड़का तो जाएगा नहीं लड़की जाएगी तो खूनी लड़की की होगी 3 number,0.8293,0.9951,-0.1658
train-9052,train,1,0,0.61444616,fp,false_positive_other,0,Hawa nikal di,हवा निकाल दि,0.0053,0.006,-0.0007
train-9055,train,0,1,0.09001186,fn,source_label_wrong,0,"Mere video banee hue thi, aap uske saath jhoot kar lete aur ache nahi ho jata. Isi video par namaskar ji, aap jhoot kar lete isi gane par mere saath 🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷",मेरी वीडियो बनी हुई थी उसके साथ झूठ कर लेते और अच्छा नहीं हो जाता इसी वीडियो पर नमस्कार जी आप झूठ कर लेते इसी गाने पर मेरे साथ🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷,0.0073,0.017,-0.0096
train-9077,train,1,0,0.9893099,fp,source_label_wrong,0,Tu bhi karo tera video dal saali,तू भी कर तेरा वीडियो डाल साली,0.9981,0.9967,0.0013
train-9080,train,0,1,0.37700975,fn,benign_looking_insult,0,Kyunki be sabke samne chakkar me dusre chhakke chand chamakta hai gana,क्यों बे सबके सामने चक्कर में दूसरे छक्के चांद चमकता है गाना,0.983,0.9426,0.0404
train-9117,train,0,1,0.014073925,fn,benign_looking_insult,0,"Tu itna cheezu hai, kisi ko ek glass paani nahi deti, dil degi kabhi nahi",तू इतना कंजूस है किसी को एक गिलास पानी नहीं देती दिल देगी कभी नहीं,0.927,0.9879,-0.0609
train-9121,train,1,0,0.82185537,fp,source_label_wrong,0,"Tujhe gupchup jagah ke sab kuch pata hai, bas rang gora hone se sab kuch nahi hota. Tere shape ki chutdi hai aur rehigi bhi aisi hi.",तुझे गुप्त जगह केे बारे में सब पता है| केवल रंग गोरा होने से सब कुछ नहीं होता शक्ल तेरी चुतड सी है और रहेगी भी वैसी,0.9976,0.9989,-0.0012
train-9126,train,0,1,0.013035194,fn,source_label_wrong,0,"Hum jise pyar karte hai na, jab wo jaan jata hai ki ye mere bin nahein reh sakta hai, tab na wo aur jyada rolate hai aur tadpat bhi hai.",हम जिससे प्यार करते है ना जब ओ जान जाता है कि ये मीरे बिना नही रह सकता है टी ना ओ और ज्यादा रुलाता भी है और तड़पता भी है 🤐🤐🤐💔💔💔😭😭😭😭😭🤐🤐,0.024,0.007,0.017
train-9139,train,0,1,0.068938024,fn,benign_looking_insult,0,"Ghar ko leaf rahi hai ap, hamara gaaanv me hamari chachi log aise hi lippi hain",घर को लीफ रही हैं आप हमारा गांव में हमारी चाची लोग ऐसे ही लिपटी हैं,0.1004,0.0125,0.0879
train-9186,train,1,0,0.5195906,fp,false_positive_other,1,"Isse mirchi kehte hai, sabhar faide mad hai",ईसे  मिरगि  कहते  है  सगर  फायदे  मद है,0.0055,0.0319,-0.0264
train-9204,train,1,0,0.9830747,fp,sarcasm,0,"Dhobi ka kutta nahi, ghar ka nahi, ghat ka 😂😂😂🤣🤣🤣🤣",धोबी का कुत्ता न घर का न घाट का 😂😂😂🤣🤣🤣🤣,0.2056,0.9683,-0.7627
train-9211,train,1,0,0.7877904,fp,obfuscation,0,"Aaj jinda hai, kal mar jayenge... hum successful honge aur ye saale jal jayenge!!",आज़ जिन्दा है कल मर जाएंगे   हम कामयाब होंगे और ये साले जल जाएंगे !!,0.1069,0.9629,-0.856
train-9218,train,1,0,0.90373194,fp,false_positive_other,0,"Marne he hai to marne ka bhi shikar karo, jab koi shastra se nahi maane to shashtra utha lo chahiye, apni santi ko shashtra ki shiksha dijaye.","मरना ही है तो मारना भी सीखिए,जब कोई शास्त्र से न माने तो शस्त्र उठा लेना चाहिए,अपनी संतति को शस्त्र की शिक्षा दीजिए ।।",0.0105,0.9409,-0.9304
train-9244,train,1,0,0.9931711,fp,obfuscation,0,Jaswant Singh Dhamor wala chutiya,जसवंत सिंह डामोर,0.0051,0.9993,-0.9942
train-9267,train,1,0,0.9896576,fp,source_label_wrong,0,Bad me nanga padega ghumna,बाद में नंगा घूमना पड़ जाए,0.9783,0.4269,0.5514
train-9295,train,0,1,0.04011897,fn,source_label_wrong,0,"Ravinder ji ki rachna kuch pehle ki lataji ki gai song ki tarah hai, unke svar ko char chand lagane wala hai 🥀🥀🥀👍👌🙏🙏🙏",Ravinder जी की रचना कुछ पिछले गीत के जैसी लता जी के स्वर गीत को चार चाँद लगाते हुए 🥀🥀🥀👍👌🙏🙏🙏,0.0081,0.0247,-0.0166
train-9328,train,1,0,0.9641092,fp,source_label_wrong,0,Tujhe khud hansi a rahi hai pagal,तुझे खुद हंसी आ रही है पागल,0.9134,0.95,-0.0366
train-9315,train,0,1,0.010070269,fn,sarcasm,0,Mujhe galat na samjna maine sanda aur aawara nahi kiya 😂,मुझको गलत न समझना   मै नही सांड  आवारा 😂,0.9626,0.9247,0.0379
train-9340,train,0,1,0.011043105,fn,source_label_wrong,0,Wahoot khubsurat video hai aap ki dost 💚 💛 💜,वहूत खूबसूरत वीडियो है आप की दोस्त 💚 💛 💜,0.0058,0.0048,0.001
train-9350,train,1,0,0.96674836,fp,false_positive_other,0,Falatoo cheez mat karo 🙏🙏🙏🙏🙏,फालतू चीज मत करो 🙏🙏🙏🙏🙏,0.0049,0.0089,-0.004
train-9370,train,0,1,0.0380575,fn,benign_looking_insult,0,Aur teri behen ki laga hai 🤪🤪🌻🕊️💞🎲📲💯💮💋🎊🍌📲🍭🍭,और तेरी बहन की लगी है 🤪🤪🌻🕊️💞🎲📲💯💮💋🎊🍌📲🍭🍭,0.9966,0.9934,0.0032
train-9384,train,1,0,0.6683286,fp,false_positive_other,0,"Kuch log toh gay mata bhi smjhdaar hai. Kuch log pani ki bohat barbari karte hai. Paise wala bachat ke saath saath pani ki bachat zaroori hai, jal hi jeevan hai","कुछ लोगो से तो गाय माता भी समंझदार है।कुछ लोग पानी की बहुत बर्बादी करते है।पैसों की बचत के साथ साथ पानी की बचत जरूरी है,जल ही जीवन है",0.0078,0.9525,-0.9447
train-9399,train,1,0,0.9927343,fp,obfuscation,0,Pahle kutte ko patti ke neeche rakh ke video banaya gaya hai.,विडीओ बनाने के लिए पहले कुत्ता को पत्थर के नीचे रखा गया है ।,0.0221,0.9889,-0.9668
train-9431,train,0,1,0.028250802,fn,sarcasm,0,"Humne dhoop samjhdi, wo chhaiya nikli, humne gai samjhdi, wo bhaansi nikli. Beda gark ho in beauty parlors ka, humne to usko ladki samjha tha, lekin wo to ladki ki maan nikli. 😉😉🤗🤗","हमने धूप समझी वो छाया निकली, हमने गाय समझी वो भैंस निकली। बेडा गर्क हो इन ब्यूटी पार्लरों का, हमने तो उसे लडकी समझा था, लेकिन वो तो लड़की की माँ निकली।😉😉🤗🤗",0.9687,0.8526,0.1161
train-9432,train,1,0,0.965029,fp,source_label_wrong,0,"Hey dosto gadda ke video palo devo, follow karte hue kuch nahi chalta hai",हाय दोस्तों गुड्डा के वीडियो पालोद करी देव करो फॉलो करने में कुछ नहीं चलो जाता है,0.9991,0.989,0.0102
train-9459,train,0,1,0.11728943,fn,source_label_wrong,0,Main bhi talibani ke support me hai,मैं भी तालिबानी के समर्थन में हूँ,0.0266,0.0062,0.0204
train-9472,train,0,1,0.020307872,fn,benign_looking_insult,0,"Kabhi glati se upar wala mat dabana de, yaar.",कभी गलती से ऊपर वाला मत दबा देना,0.9618,0.9091,0.0528
train-9475,train,0,1,0.048607174,fn,source_label_wrong,0,Arey koi good kam karo,अरे कोई अच्छा काम करो,0.0086,0.969,-0.9605
train-9489,train,0,1,0.024899911,fn,source_label_wrong,0,"Mere ke liye ro raha hai, ki ab mujhe rulane ke liye kisi aur ko dhundhna padega. Aisa insaan kabhi nahi badalta.",मरे के लिए इसलिए रोता है।कि अब मुझे रुलाने के लिए किसी और को ढूंढना पङेगा  ऐसा व्यक्ति कभी नही बदलता।,0.0173,0.9895,-0.9722
train-9526,train,0,1,0.009092566,fn,source_label_wrong,0,Jay jay Bhavani,जय जय भंवानी,0.0048,0.0049,-0.0001
train-9535,train,0,1,0.011503122,fn,source_label_wrong,0,"Sawali ho lekin baki bahut sundar ho darling, humse dosti karo to main aapko number deta hu - no 111 zero do baar teen ek 3 8",सांवली हो बाकी बहुत सुंदर हो डार्लिंग हमसे दोस्ती करोगी मैं आपको नंबर देता हूं नो 111 जीरो दो बार तीन एक 3 8,0.0045,0.0504,-0.0458
train-9564,train,0,1,0.12467197,fn,source_label_wrong,0,Aisi video koun bana raha hai?,ऐसी वीडियो कौन बनाता है,0.0683,0.0136,0.0546
train-9549,train,0,1,0.32630014,fn,caste_religious,0,"Main bhi Modi ko nahi chahata, unki ralley ko bhi rokna chahiye. Kya kar raha hai woh Kanpur me ralley kyun kar raha hai? Road so rahi hai, sabse jyada BJP wale hi kar rahe hai. Inka to ralley me lakh crore ki bheed hoti hai, usme kuch nahi hoga. Bazaar me bhi bheed hoti hai, par gareeb log mar rahe hai. Rihadi-patti wale ka bhi pida hoti hai, unki business bhi tod di jati hai. Raat me chai wala chai bech raha hai, raat 11 baje ke baad to. Din me tum log lakh ki bheed me ralley kyu karo? Isme corona nahi aayega, pagal bana diya gareeb janata ko. Agar janata ke taraf bhi dekho to sabse jyada corrupt leader BJP me hai.",म****** और रैलियों पर लगाओ रोक लगाओ यह आज मोदी क्यों जा रहा है कानपुर में क्यों रैलियां कर रहा है रोड सो रहे हैं सबसे ज्यादा भाजपा वाले कर रहे हैं इनको नहीं रैलियों में लाखों करोड़ों की भीड़ होती है उसमें कुछ नहीं होगा बाजारों में भीड़ बताते हैं गरीब लोगों को मार रहे हैं रेहड़ी पटरी वालों का और पीड़ा होती है उनकी बिगड़ बताते हैं रात को चाय वाला विचारा चाय बेचता रात को 11:00 बजे के बाद तो दिन में तुम लाखों की भीड़ में रैलियां रेलिया हो रही है इसमें कोरोना नहीं आएगा पागल बना के रख दिया गरीब जनता अगर जनता की तरफ भी तो देखो सबसे ज्यादा भ्रष्ट नेता का भाजपा में हो गए,0.9991,0.9513,0.0478
train-9567,train,1,0,0.79885995,fp,false_positive_other,0,Pakistan aur China ke baare mein kuch keh do na,पाकिस्तान और चीन के बारे में कुछ बोल दो,0.018,0.9853,-0.9674
train-9583,train,0,1,0.22632663,fn,benign_looking_insult,0,Pahli baar dekha pani pitayega.,पहली बार देखा पानी पिते,0.0424,0.0161,0.0264
train-9634,train,1,0,0.91525745,fp,false_positive_other,0,Itna toh hum bhi pagal nahi hai,इतने तो हम भी पागल नही है,0.0401,0.9873,-0.9472
train-9637,train,1,0,0.9276242,fp,obfuscation,0,BJP ke mere sale sahab Banty Rajput ko Ratanpur Kala Mandal ka Mandal Mandal Social Media Prabharakar banane par hardik shubhkaminayein aur badhai. Pappu Lodhi Rajput,भारतीय जनता पार्टी द्वारा मेरे साले साहब Banty Rajput को रतनपुर कला मंडल का मंडल मण्डल सोशल मीडिया प्रभारी पिछड़ा वर्ग मोर्चा बनाए जाने पर  हार्दिक शुभकामनाएं और बधाई । पप्पू लोधी राजपूत,0.0045,0.0128,-0.0084
train-9655,train,0,1,0.14194104,fn,caste_religious,0,"Congress ke record ko Congress hi tod degi, meri ummed hai. Jab bhi satta me aayi apne pichhle record ko tod diya hai aur aage bhi apna record khud hi tod degi. Lekin satta me aayi to vaisa aayegi nahi.",कांग्रेस के रिकॉर्ड को कांग्रेस ही तोडेगी मुझे विश्वास है| जब जब भी सत्ता में आई अपने पिछले रिकॉर्ड को तोड़ दिए हैं और आगे भी अपना रिकॉर्ड खुद ही तोड़ेगी| लेकिन सत्ता में आई तो! वैसे आएगी नहीं|,0.9606,0.9242,0.0364
train-9688,train,0,1,0.017364873,fn,benign_looking_insult,0,"Beta udana wali dhanki giddar deta hai. Khana wala time nahi, paahad chadh jaayega. 🇮🇳Mera Bharat Mahan 🇮🇳 Jai Hind ki sena 🇮🇳",बेटा उड़ाने की धमकी गीदड़ देते है । खाने की अवकात नही पहाड़ में चढ़ेगा  🇮🇳मेरा भारत महान 🇮🇳 जय हिंद की सेना 🇮🇳,0.1438,0.0223,0.1215
train-9702,train,1,0,0.9884316,fp,source_label_wrong,0,Waha par sale rehte hain,वहां पर साले रहते हैं,0.9819,0.9969,-0.015
train-9739,train,1,0,0.74042434,fp,obfuscation,0,"Maa ki chut, toote to har kisi ko pasand hai kyunki ye god ka roop hota hai Mahesh bhai",तोते तो हर किसी को पसंद है क्योंकि यह भगवान का रुप होते हैं महेश भाई,0.0046,0.9991,-0.9945
train-9749,train,0,1,0.027044674,fn,benign_looking_insult,0,Bas kar kyun apne ma-bap ki izzat chhod rahi ho 🙏🙏 Haath jodke nevadan hai aisi video na banaye.,बस कर क्यों अपने मां बाप की इज्जत उछाल रही है 🙏🙏 हाथ जोड़कर निवेदन है ऐसी वीडियो ना बनाएं,0.9847,0.9867,-0.0021
train-9806,train,0,1,0.13768478,fn,benign_looking_insult,0,"Dekh liya, kali nikar pehni hai👌",देख लिया काली निकर पहनी हैं👌,0.9963,0.9647,0.0316
train-9759,train,0,1,0.023082929,fn,source_label_wrong,0,Agar aap apne online business/MLM plan/network marketing plan ka promotion karke achhi joining aur behtar kamai chahte ho to niche diye plan mein se koi bhi ek plan le sakte ho. 1- Mobile app mein aapka plan promote kiya jayega. 2- 200 Facebook group aur 1000 WhatsApp group mein aapke plan ka promote kiya jayega. 3- YouTube video banakar aapke plan ka promotion kiya jayega. 4- 100 se 150 logon ko phone karke aapke plan ke baare mein bataya jayega aur kam se kam 1000 rupaye ka paid joining kar sakte ho. 4- 200 se 300 logon ko phone karke aapke plan ke baare mein bataya jayega aur kam se kam 100 se 150 paid joining aapko nikal sakte ho. 5- 100 logon ko 1 to 1 meeting ke dwara milke aapke plan ke baare mein samajhaya jay,यदि आप अपने ऑनलाइन बिजनेस/MLM PLAN/ नेटवर्क मार्केटिंग प्लान का प्रमोशन करवाकर अच्छी जॉइनिंग वह बेहतर कमाई चाहते हैं तो नीचे दिए प्लान में से कोई भी एक प्लान ले सकते हैं   1-:- मोबाइल एप्लीकेशन में आप का प्लान प्रमोट किया जाएगा   2-:- 200 फेसबुक ग्रुप व 1000 व्हाट्सएप ग्रुप में आपके प्लान का प्रमोट किया जाएगा  3- :- यूट्यूब वीडियो बनाकर आपके प्लान का प्रमोशन किया जाएगा  4- :- 100 से 150  लोगों को फोन करके आपके प्लान के बारे में बताया जाएगा व कम से कम 1000rupye से  पेड  जॉइनिंग  कर सकते हो  4-  :- 200 से 300  लोगों को फोन करके आपके प्लान के बारे में बताया जाएगा व कम से कम 100 से 150 पेड  जॉइनिंग  आपको निकाल सकते हो    5-:- 100 लोगों को 1 To 1 मीटिंग द्वारा मिलकर के आपके प्लान के बारे में समझाया जाएगा वह कम से कम 50 से 60 जॉइनिंग निकाल कर सकते हो   Our YouTube channel  * <url>  Our website :- <url>  <number> ?pwd=Mndla09pbnQvSXEzVm1MOTVVcXJFQT09  यदि आप अपने ऑनलाइन बिजनेस/MLM PLAN/ नेटवर्क मार्केटिंग प्लान का प्रम,0.0262,0.953,-0.9268
train-9824,train,0,1,0.080726184,fn,benign_looking_insult,0,"Ek table par do bacche plate pakre hue hai, usme cow likha hai",एक टेबल  पर दो बच्चे प्लेट पकड़े  हैं  उसमे cow  लिखा है,0.9735,0.9884,-0.0149
train-9848,train,1,0,0.98876333,fp,source_label_wrong,0,Beta agar tera haramkhore paan bhi na ho to kiska juice banayega?,बेटे अगर तेरा हरा पैदा ही ना हुआ तो किस्का ज्यूस बनायेगा,0.9856,0.9727,0.0129
train-9852,train,1,0,0.85305035,fp,obfuscation,0,"WhatsApp ki beematari 💗💗: Ek aadmi ko uska sasur joote mar raha tha ..👟👟 Rahgir: Kyo mar rhe ho isko ...???? Sasur: Main ne isko hospital se WhatsApp kiya ki, """"Tum baap ban gaye ho..."""" Sale ne usko bhi 50 logo ko forward kar diya 😝😝😛😛😜�","""*Whatsapp ki बीमाऱी*   💗💗  :  एक आदमी को उसका ससुर जूते मार रहा था ..👟👟    राहगीर :  क्यों मार रहे हो इस को ...????  ससुर   :  मैंने  इसको हॉस्पिटल से whatsapp किया की,          """" तुम  बाप बन गये हो ....""""  साले ने उसको भी 50 लोगो को  forward कर दिया .  😝😝😛😛😜😜""",0.0335,0.0175,0.016
train-9888,train,0,1,0.17027509,fn,benign_looking_insult,0,"Bharat se videsioo ka ana jaana band kardo, ye virus ghar se chale lab research center se chora chora paya ja raha hai",भारत से videsioo का आना जाना बंद करदो  ये वायरस घने जंगलों में चोरी से चल रहे लेब रिसर्च सेंटर से फैलाया जा रहा है,0.9372,0.9973,-0.0601
train-9905,train,1,0,0.9863148,fp,false_positive_other,0,"Bheerd ki tarah lag raha hai, le lo 😠😡",भेड़ बकरी समझ लिए हो का ले 🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨😡😡😡😡😡😡😡😡😡😠😠😠😠😠😠😠😡,0.0183,0.9421,-0.9238
train-9909,train,0,1,0.25642604,fn,benign_looking_insult,0,"Koi bacche nahi hai hum jo kisi ki hoshiaari nahi samajh paate, sabki chalakiya samajh mein bas boleke rishta kharaab nahi karna chahte.","कोई बच्चे नहीं है हम        जो किसी की होशियारी समझ नहीं पाते, चलाकीया सबकी समझ        में बस बोलकर रिश्ता खराब नहीं करना चाहते।।",0.8787,0.8634,0.0153
train-9916,train,0,1,0.1599086,fn,benign_looking_insult,0,"Ye kaal lok hai, kaal toh kha jata hai, kya karaye, bahut dukh ki baat hai",ये काल लोक है काल तो खा जाता है क्या करे बहुत दूख की बात है,0.9801,0.9878,-0.0077
train-9911,train,1,0,0.94849753,fp,source_label_wrong,0,"Bata to sach, tumhare maa-bap hai ya nahi? Agar maa-bap hota to aise kapde nahi pahenta ya bhai hota",सच बताना तुम्हारे मां बाप हैं कि नहीं मां-बाप होते तो ऐसे कपड़े नहीं पहनते या भाई होता,0.9838,0.0121,0.9717
